facility_id,name,city,state,county,lat,lon,field_office,cbsa_name,cbsa_type,days_midnight,avg_midnight_pop,max_midnight_pop
JAXHOLD,Jacksonville Sub-Office,Jacksonville,FL,Duval,30.13257185,-81.51262118,Miami,"Jacksonville, FL",Metro,193.0,1.7,13.0
JHMCJNY,Jamaica Hospital Medical Center,Richmond Hill,NY,Queens,40.70025598,-73.81621603,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,6.0,0.0,1.0
JEFFEID,Jefferson County Jail,Rigby,ID,Jefferson,43.67344981,-111.9112013,Salt Lake City,"Idaho Falls, ID",Metro,356.0,6.8,20.0
JCRLYTX,Joe Corley Processing Center,Conroe,TX,Montgomery,30.33580401,-95.448276,Houston,"Houston-Pasadena-The Woodlands, TX",Metro,365.0,912.3,1028.0
JOPSHTX,John Peter Smith Hospital,Fort Worth,TX,Tarrant,32.7272171,-97.32722301,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,13.0,0.1,1.0
JMTHOVA,Johnston Memorial Hospital,Abingdon,VA,Washington,36.72304096,-81.9119617,Washington,"Kingsport-Bristol, TN-VA",Metro,6.0,0.0,1.0
KANDIMN,Kandiyohi County Jail,Willmar,MN,Kandiyohi,45.14587401,-95.01397397,St Paul,"Willmar, MN",Micro,365.0,122.9,154.0
KCCDCTX,Karnes County Civil Detention Facility,Karnes City,TX,Karnes,28.88474485,-97.91519074,San Antonio,,Rural,14.0,0.1,9.0
KARNETX,Karnes County Correctional Center,Karnes City,TX,Karnes,28.883469,-97.9117849,San Antonio,,Rural,304.0,1.7,9.0
KRNRCTX,Karnes County Residential Center2,Karnes City,TX,Karnes,28.88474485,-97.91519074,San Antonio,,Rural,365.0,1062.8,1304.0
KFMANTX,Kaufman County Detention Center,Kaufman,TX,Kaufman,32.55974919,-96.29438571,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,11.0,0.0,1.0
KCOJFOK,Kay County Detention Center,Newkirk,OK,Kay,36.86793116,-97.06958376,Dallas,"Ponca City, OK",Micro,365.0,138.3,179.0
KENMHNY,Kenmore Mercy Hospital,Kenmore,NY,Erie,42.97766249,-78.87934353,Buffalo,"Buffalo-Cheektowaga, NY",Metro,2.0,0.0,1.0
KENTOKY,Kenton County Detention Center,Covington,KY,Kenton,39.00247471,-84.53050924,Chicago,"Cincinnati, OH-KY-IN",Metro,298.0,78.6,147.0
KERCOCA,Kern County Jail (Lerdo),Bakersfield,CA,Kern,35.51071001,-119.1104,San Francisco,"Bakersfield-Delano, CA",Metro,0.0,0.0,0.0
KERNHCA,Kern Medical Hospital,Bakersfield,CA,Kern,35.38252331,-118.9706301,San Francisco,"Bakersfield-Delano, CA",Metro,1.0,0.0,1.0
AKKETCH,Ketchikan Regional Correctional Institution,Ketchikan,AK,Ketchikan Gateway,55.34834118,-131.6493069,Seattle,"Ketchikan, AK",Micro,2.0,0.0,1.0
KINNETX,Kinney County Jail,Brackettville,TX,Kinney,29.31147722,-100.4178534,San Antonio,,Rural,0.0,0.0,0.0
KNXDFTN,Knox County Detention Facility,Knoxville,TN,Knox,36.08502499,-83.84114322,New Orleans,"Knoxville, TN",Metro,349.0,39.2,99.0
KODIAAK,Kodiak City Jail,Kodiak,AK,Kodiak Island,57.80475301,-152.3726919,Seattle,,Rural,4.0,0.0,1.0
KRO,Krome North Service Processing Center,Miami,FL,Miami-Dade,25.75414381,-80.48911771,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,365.0,961.1,1943.0
KRHUBFL,Krome/Miami Hub,Miami,FL,Miami-Dade,25.7952677,-80.2834383,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,20.0,0.1,13.0
LPLCCAZ,LA Palma Correctional Center,Eloy,AZ,Pinal,32.81451817,-111.528823,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,0.0,0.0,0.0
LPAPSAZ,LA Palma Correctional Center APSO,Eloy,AZ,Pinal,32.81490557,-111.529474,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,0.0,0.0,0.0
LAPAZAZ,LA Paz County Adult Detention Facility,Parker,AZ,La Paz,34.14590002,-114.2901,Phoenix,,Rural,189.0,1.1,9.0
LPZRHAZ,LA Paz Regional Hospital,Parker,AZ,La Paz,34.13640135,-114.2853361,Phoenix,,Rural,0.0,0.0,0.0
LSRDCTX,LA Salle County Regional Detention Center,Encinal,TX,La Salle,28.04550349,-99.33632924,San Antonio,,Rural,365.0,209.7,362.0
BOPLAT,LA Tuna Federal Correctional Institution,Anthony,TX,El Paso,31.98212529,-106.5914752,El Paso,"El Paso, TX",Metro,0.0,0.0,0.0
LACKAPA,"Lackawana Cnty Jail, PA",Scranton,PA,Lackawanna,41.42272461,-75.64816981,Philadelphia,"Scranton--Wilkes-Barre, PA",Metro,0.0,0.0,0.0
LAFAYLA,Lafayette Parish Sheriff?s Office Jail Annex,Lafayette,LA,Lafayette,30.22352032,-92.02141108,New Orleans,"Lafayette, LA",Metro,61.0,0.9,11.0
LHMCBMA,Lahey Hospital & Medical Center,Burlington,MA,Middlesex,42.48548852,-71.20404746,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,9.0,0.0,2.0
LAKCOFL,Lake County Jail,Tavares,FL,Lake,28.80187717,-81.73296138,Miami,"Orlando-Kissimmee-Sanford, FL",Metro,79.0,0.3,4.0
LARCOWY,Laramie County Jail,Cheyenne,WY,Laramie,41.13494563,-104.8198642,Denver,"Cheyenne, WY",Metro,165.0,1.9,15.0
LRDMCTX,Laredo Medical Center,Laredo,TX,Webb,27.532485,-99.47807703,Harlingen,"Laredo, TX",Metro,41.0,0.2,2.0
LRKBHFL,Larkin Behavioral Health Services,Hollywood,FL,Broward,26.02102602,-80.18071597,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,219.0,8.2,12.0
LRKNHFL,Larkin Hospital,South Miami,FL,Miami-Dade,25.70558445,-80.29317311,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,217.0,6.1,13.0
OLACCLA,Lasalle Correctional Center Olla,Olla,LA,LaSalle,31.91098108,-92.2190292,New Orleans,,Rural,0.0,0.0,0.0
LASALTX,Lasalle County Jail,Cotulla,TX,La Salle,28.44383667,-99.23705189,San Antonio,,Rural,1.0,0.0,1.0
LARELKY,Laurel County Corrections,London,KY,Laurel,37.05715191,-84.07137624,Chicago,"Corbin, KY",Micro,270.0,2.7,49.0
LAWRESD,"Lawrence County Jail, SD",Deadwood,SD,Lawrence,44.39682696,-103.7119196,St Paul,"Spearfish, SD",Micro,184.0,5.1,20.0
LVYHOPA,Lehigh Valley Hospital - Pocono,East Stroudsburg,PA,Monroe,40.99252079,-75.17476579,Philadelphia,"East Stroudsburg, PA",Micro,5.0,0.0,1.0
AKLEMON,"Lemon Creek, Juneau, AK",Juneau,AK,Juneau,58.36257205,-134.4844093,Seattle,"Juneau, AK",Micro,11.0,0.0,1.0
LSHOSMA,Lemuel Shattuck Hospital,Jamaica Plain,MA,Suffolk,42.29959544,-71.1019386,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,16.0,0.1,1.0
LEONCFL,Leon County Jail,Tallahassee,FL,Leon,30.43665171,-84.33564441,Miami,"Tallahassee, FL",Metro,0.0,0.0,0.0
LEVYCFL,Levy County Jail,Bronson,FL,Levy,29.4651518,-82.63967979,Miami,"Gainesville, FL",Metro,0.0,0.0,0.0
LEXINSC,Lexington County Jail,Lexington,SC,Lexington,33.97926087,-81.25044606,Atlanta,"Columbia, SC",Metro,337.0,5.8,15.0
LEXFCKY,Lexington Processing @ Fayette County,Lexington,KY,Fayette,38.06563162,-84.54514102,Chicago,"Lexington-Fayette, KY",Metro,0.0,0.0,0.0
BOPLEX,Lexinton Federal Medical Center,Lexington,KY,Fayette,38.10463085,-84.56012963,Chicago,"Lexington-Fayette, KY",Metro,0.0,0.0,0.0
LBRTYFL,Liberty County Sheriff?s Office,Bristol,FL,Liberty,30.43397638,-84.96868605,Miami,,Rural,1.0,0.0,1.0
LIMESTX,Limestone County Detention Center,Groesbeck,TX,Limestone,31.52584114,-96.50657417,Houston,,Rural,365.0,162.9,296.0
LIMCJTX,Limestone County Jail,Groesbeck,TX,Limestone,31.52584114,-96.50657417,Houston,,Rural,9.0,0.0,1.0
LINCONE,Lincoln County Detention Center,North Platte,NE,Lincoln,41.13569388,-100.7639978,St Paul,"North Platte, NE",Micro,360.0,31.2,76.0
LINNJIA,Linn County Jail,Cedar Rapids,IA,Linn,41.9746498,-91.66921113,St Paul,"Cedar Rapids, IA",Metro,328.0,28.0,55.0
LIRSFCO,Lirs - Lfsrm Fort Collins Ltfc County,Fort Collins,CO,Larimer,40.53253146,-105.0397792,Denver,"Fort Collins-Loveland, CO",Metro,73.0,0.6,2.0
NYLIVIC,Livingston Correctional,Sonyea,NY,Livingston,42.6896103,-77.82396193,Buffalo,"Rochester, NY",Metro,0.0,0.0,0.0
LOCMHNY,Lockport Memorial Hospital,Lockport,NY,Niagara,43.14884975,-78.7066112,Buffalo,"Buffalo-Cheektowaga, NY",Metro,0.0,0.0,0.0
LOGANOK,Logan County Jail,Guthrie,OK,Logan,35.87625303,-97.4223618,Dallas,"Oklahoma City, OK",Metro,227.0,5.8,34.0
LLUMCCA,Loma Linda University Medical Center,Loma Linda,CA,San Bernardino,34.04942561,-117.2643765,Los Angeles,"Riverside-San Bernardino-Ontario, CA",Metro,0.0,0.0,0.0
LONPDAR,Lonoke Police Department Detention Center,Lonoke,AR,Lonoke,34.78361001,-91.90152002,New Orleans,"Little Rock-North Little Rock-Conway, AR",Metro,0.0,0.0,0.0
LOSCJCA,Los Angeles County Jail-Twin Tower,Los Angeles,CA,Los Angeles,34.05872701,-118.230515,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,1.0,0.0,1.0
BOPLOS,Los Angeles Metropolitan Detention Center,Los Angeles,CA,Los Angeles,34.0534729,-118.2382043,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,4.0,0.0,1.0
LPD77CA,Los Angeles Police PD 77th Division,Los Angeles,CA,Los Angeles,33.97056125,-118.2779324,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,0.0,0.0,0.0
LOSHOLD,Los Cust Case,Los Angeles,CA,Los Angeles,34.053742,-118.23961,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,345.0,45.3,338.0
LOUCOVA,Loudoun County,Leesburg,VA,Loudoun,39.07501078,-77.54534461,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,49.0,0.2,3.0
LICEPLA,Louisiana ICE Processing Center,Angola,LA,West Feliciana,30.940609,-91.56848321,New Orleans,"Baton Rouge, LA",Metro,190.0,91.6,202.0
LYOLAIL,Loyola Center for Health,Maywood,IL,Cook,41.86430301,-87.84693697,Chicago,"Chicago-Naperville-Elgin, IL-IN",Metro,21.0,0.2,4.0
LUBBOTX,Lubbock County Jail,Lubbock,TX,Lubbock,33.63257513,-101.7955856,Dallas,"Lubbock, TX",Metro,275.0,2.9,20.0
BOPBRO,MDC Brooklyn,Brooklyn,NY,Kings,40.66031328,-74.00398013,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,264.0,84.1,220.0
MADISNY,Madison County Jail,Wampsville,NY,Madison,43.0797876,-75.7065087,Buffalo,"Syracuse, NY",Metro,0.0,0.0,0.0
MADISMS,"Madison County Jail, MS",Canton,MS,Madison,32.59324217,-90.0397719,New Orleans,"Jackson, MS",Metro,315.0,10.6,47.0
MAHONOH,Mahoning County Justice Center,Youngstown,OH,Mahoning,41.10426589,-80.65505886,Detroit,"Youngstown-Warren, OH",Metro,339.0,86.1,126.0
MANATFL,Manatee County Detention-Annex,Palmetto,FL,Manatee,27.6366807,-82.5399629,Miami,"North Port-Bradenton-Sarasota, FL",Metro,96.0,0.5,5.0
MRMCSCA,Marian Regional Medical Center,Santa Maria,CA,Santa Barbara,34.95102974,-120.4132439,Los Angeles,"Santa Maria-Santa Barbara, CA",Metro,0.0,0.0,0.0
MARICOR,Marion County Jail,Salem,OR,Marion,44.89656231,-122.9605171,Seattle,"Salem, OR",Metro,0.0,0.0,0.0
MARIOFL,Marion County Jail,Ocala,FL,Marion,29.19503591,-82.17477409,Miami,"Ocala, FL",Metro,115.0,0.5,9.0
MARIOIN,Marion County Jail,Indianapolis,IN,Marion,39.7557574,-86.11095438,Chicago,"Indianapolis-Carmel-Greenwood, IN",Metro,331.0,67.7,116.0
MARTIFL,Martin County Jail,Stuart,FL,Martin,27.17239299,-80.24191904,Miami,"Port St. Lucie, FL",Metro,213.0,3.3,20.0
MWASHVA,Mary Washington Hospital,Fredericksburg,VA,Fredericksburg,38.31104067,-77.48360637,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,0.0,0.0,0.0
AKMATSU,"Matsu Pretrial, Palmer AK",Palmer,AK,Matanuska-Susitna,61.6023381,-149.1094552,Seattle,"Anchorage, AK",Metro,5.0,0.0,1.0
MAVERTX,Maverick County Jail,Eagle Pass,TX,Maverick,28.71941236,-100.4599412,San Antonio,"Eagle Pass, TX",Metro,3.0,0.0,1.0
MYOMKMN,Mayo Clinic Health Sys - Mankato,Mankato,MN,Blue Earth,44.1638442,-93.98340045,St Paul,"Mankato, MN",Metro,34.0,0.2,2.0
NEMCCOI,McCook Detention Center,Mccook,NE,Red Willow,40.22811415,-100.6484457,St Paul,,Rural,128.0,42.3,171.0
BOPMCR,McCreary US Penitentiary,Pine Knot,KY,McCreary,36.68663433,-84.38791446,Chicago,,Rural,0.0,0.0,0.0
MLPHHMI,McLaren Port Huron Hospital,Port Huron,MI,St. Clair,42.98666671,-82.42971605,Detroit,"Detroit-Warren-Dearborn, MI",Metro,8.0,0.0,1.0
MCCLETX,McLennan County Jail,Waco,TX,McLennan,31.54986931,-97.08035016,Houston,"Waco, TX",Metro,58.0,0.3,5.0
BOPRAE,"McRae Correctional Facility, CCA",Mcrae-Helena,GA,Telfair,32.05030227,-82.8719057,Atlanta,,Rural,0.0,0.0,0.0
MEDHOLD,Medford Sub-Office,Medford,OR,Jackson,42.37316605,-122.8666184,Seattle,"Medford, OR",Metro,0.0,0.0,0.0
MHNHHTX,Memorial Hermann NE Hospital,Humble,TX,Harris,29.99528802,-95.27621598,Houston,"Houston-Pasadena-The Woodlands, TX",Metro,219.0,1.3,5.0
MEMRHFL,Memorial Regional Hospital,Hollywood,FL,Broward,26.01965398,-80.180432,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,4.0,0.0,1.0
MHTFHOH,Mercy Health - Tiffin Hospital,Tiffin,OH,Seneca,41.10415299,-83.21621701,Detroit,"Tiffin, OH",Micro,5.0,0.0,1.0
MRYHPMN,Mercy Hospital,Coon Rapids,MN,Anoka,45.18306682,-93.36971949,St Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,3.0,0.0,1.0
MEHOSCA,Mercy Hospital Downtown Bakersfield,Bakersfield,CA,Kern,35.37279812,-119.0276222,San Francisco,"Bakersfield-Delano, CA",Metro,8.0,0.0,1.0
MRYHOMO,Mercy Hospital South,Saint Louis,MO,St. Louis,38.50735372,-90.38026964,Chicago,"St. Louis, MO-IL",Metro,2.0,0.0,1.0
MMCCRIA,Mercy Medical Center Cedar Rapid,Cedar Rapids,IA,Linn,41.97806891,-91.65578114,St Paul,"Cedar Rapids, IA",Metro,5.0,0.0,1.0
MESJACO,Mesa County Jail,Grand Junction,CO,Mesa,39.0686798,-108.5735786,Denver,"Grand Junction, CO",Metro,0.0,0.0,0.0
CACFMES,Mesa Verde ICE Processing Center,Bakersfield,CA,Kern,35.37931836,-119.0065207,San Francisco,"Bakersfield-Delano, CA",Metro,365.0,273.4,388.0
METHOTX,Methodist Hospital,San Antonio,TX,Bexar,29.50814961,-98.57256528,San Antonio,"San Antonio-New Braunfels, TX",Metro,67.0,0.3,2.0
MHMSATX,Methodist Hospital Metropolitan,San Antonio,TX,Bexar,29.44118508,-98.49100232,San Antonio,"San Antonio-New Braunfels, TX",Metro,38.0,0.2,2.0
MHNSATX,Methodist Hospital Northeast,Live Oak,TX,Bexar,29.55248942,-98.34807671,San Antonio,"San Antonio-New Braunfels, TX",Metro,14.0,0.1,1.0
MHSOSTX,Methodist Hospital Stone Oak,San Antonio,TX,Bexar,29.61617248,-98.47462324,San Antonio,"San Antonio-New Braunfels, TX",Metro,3.0,0.0,1.0
MHTSATX,Methodist Hospital Texsan,San Antonio,TX,Bexar,29.48980703,-98.54748109,San Antonio,"San Antonio-New Braunfels, TX",Metro,20.0,0.1,1.0
MSTHSTX,Methodist Specialty Transplant Hos,San Antonio,TX,Bexar,29.51361839,-98.57659002,San Antonio,"San Antonio-New Braunfels, TX",Metro,10.0,0.0,1.0
METROFL,Metro Dade Jail,Miami,FL,Miami-Dade,25.71542744,-80.33587179,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,6.0,0.2,24.0
IBPSMIA,Miami Border Patrol,Pembroke Pines,FL,Broward,26.00720362,-80.35394031,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,0.0,0.0,0.0
INMIAMI,Miami Correctional Facility (McF),Bunker Hill,IN,Miami,40.64428381,-86.1314789,Chicago,"Peru, IN",Micro,161.0,187.1,559.0
BOPMIA,Miami Federal Correctional Institution (Former McC),Miami,FL,Miami-Dade,25.61802646,-80.40923012,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,1.0,0.0,2.0
MSF,Miami Staging Facility,Miami,FL,Miami-Dade,25.77846074,-80.19313158,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,195.0,10.7,137.0
MIDLATX,Midland Detention Center,Midland,TX,Midland,31.99404968,-102.0748857,El Paso,"Midland, TX",Metro,136.0,0.7,11.0
MIDMHTX,Midland Memorial Hospital,Midland,TX,Midland,31.99675704,-102.09953,El Paso,"Midland, TX",Metro,1.0,0.0,1.0
,Midwest Regional Reception Center,Leavenworth,KS,Leavenworth,39.273128462617,-94.892469902938,Chicago,"Kansas City, MO-KS",Metro,,,
GTMODCU,Migrant Operations Center Main Av622,Fpo Ae,CU,,19.91143841,-75.22266036,Miami,,Rural,195.0,10.5,46.0
MILLRAR,Miller County Jail,Texarkana,AR,Miller,33.40116926,-94.02247496,New Orleans,"Texarkana, TX-AR",Metro,294.0,4.0,26.0
MINICID,Minicassia Detention Center,Burley,ID,Cassia,42.53503506,-113.7911899,Salt Lake City,"Burley, ID",Micro,226.0,2.1,14.0
MINNESD,Minnehaha County Jail,Sioux Falls,SD,Minnehaha,43.55340744,-96.72992274,St Paul,"Sioux Falls, SD-MN",Metro,274.0,4.1,18.0
MONMONJ,Monmouth County Jail,Freehold,NJ,Monmouth,40.26693384,-74.28671933,Newark,"New York-Newark-Jersey City, NY-NJ",Metro,0.0,0.0,0.0
MONROMI,Monroe County Detention-Dorm,Monroe,MI,Monroe,41.89557061,-83.3932822,Detroit,"Monroe, MI",Metro,365.0,126.5,146.0
MNROEMI,Monroe County Jail,Monroe,MI,Monroe,41.89557061,-83.3932822,Detroit,"Monroe, MI",Metro,0.0,0.0,0.0
MONROFL,Monroe County Jail,Key West,FL,Monroe,24.57657206,-81.75136686,Miami,"Key West-Key Largo, FL",Micro,53.0,0.2,8.0
MNTGMAL,Montgomery City Jail,Montgomery,AL,Montgomery,32.38156183,-86.29775876,New Orleans,"Montgomery, AL",Metro,0.0,0.0,0.0
MONTGNY,Montgomery County Jail,Fultonville,NY,Montgomery,42.93366199,-74.33258678,Buffalo,"Amsterdam, NY",Micro,270.0,3.3,14.0
MONTGTX,Montgomery County Jail,Conroe,TX,Montgomery,30.33538411,-95.45239176,Houston,"Houston-Pasadena-The Woodlands, TX",Metro,0.0,0.0,0.0
MONTGAL,Montgomery County Mac Sim Butler DF,Montgomery,AL,Montgomery,32.37440645,-86.30508269,New Orleans,"Montgomery, AL",Metro,0.0,0.0,0.0
MTGPCTX,Montgomery Processing Center,Conroe,TX,Montgomery,30.33710098,-95.44269901,Houston,"Houston-Pasadena-The Woodlands, TX",Metro,365.0,1177.6,1386.0
MSVPCPA,Moshannon Valley Processing Center,Philipsburg,PA,Clearfield,40.92260818,-78.24169679,Philadelphia,"DuBois, PA",Micro,365.0,1549.3,1717.0
MTNITPA,Mount Nittany Medical Center,State College,PA,Centre,40.8191247,-77.84355136,Philadelphia,"State College, PA",Metro,8.0,0.0,2.0
MVMCMAZ,Mountain Vista Medical Center,Mesa,AZ,Maricopa,33.39161121,-111.6111617,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,32.0,0.2,2.0
MHCHSMI,Munson Healthcare Cadillac Hospital,Cadillac,MI,Wexford,44.245567,-85.38951802,Detroit,"Cadillac, MI",Micro,3.0,0.0,1.0
MUSCAIA,Muscatine County Jail,Muscatine,IA,Muscatine,41.42433913,-91.04451543,St Paul,"Muscatine, IA",Micro,342.0,19.5,45.0
MMMCSMI,Mymichigan Medical Center Sault,Sault Sainte Marie,MI,Chippewa,46.49812599,-84.35046302,Detroit,"Sault Ste. Marie, MI",Micro,3.0,0.0,1.0
NWRCCMN,NW Regional Corrections Center,Crookston,MN,Polk,47.7688529,-96.62850915000001,St Paul,"Grand Forks, ND-MN",Metro,311.0,10.2,23.0
NRJDCVA,NW Regional Juvenile Detention Center,Winchester,VA,Frederick,39.19961184,-78.14513265,Washington,"Winchester, VA-WV",Metro,365.0,3.6,7.0
NYCHOLD,NYC Hold Room,New York,NY,New York,40.71571691,-74.00438162,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,352.0,28.4,179.0
BOPCNV,Nashville Community Correctional,Nashville,TN,Davidson,36.15843994,-86.78240643,New Orleans,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,2.0,0.0,1.0
NASSANY,Nassau County Correctional Center,East Meadow,NY,Nassau,40.73516338,-73.55269653,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,320.0,17.0,88.0
NASTRNY,Nassau County ICE Intake,East Meadow,NY,Nassau,40.73516338,-73.55269653,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,57.0,0.3,14.0
NASSAFL,Nassau County Jail,Yulee,FL,Nassau,30.62244431,-81.63525504,Miami,"Jacksonville, FL",Metro,0.0,0.0,0.0
NUMCENY,Nassau Univ Medical Center,East Meadow,NY,Nassau,40.72641896,-73.55334328,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,39.0,0.2,3.0
NATROWY,Natrona County Detention Center,Casper,WY,Natrona,42.86303117,-106.3448629,Denver,"Casper, WY",Metro,304.0,12.5,48.0
NATJVWY,Natrona County Juvenile Detention Center,Casper,WY,Natrona,42.86404709,-106.3452345,Denver,"Casper, WY",Metro,0.0,0.0,0.0
NLSCOLA,Nelson Coleman Corrections Center,Killona,LA,St. Charles,29.991934,-90.50261072,New Orleans,"New Orleans-Metairie, LA",Metro,214.0,2.4,15.0
NVSDCNV,Nevada Southern Detention Center,Pahrump,NV,Nye,36.25245773,-115.977029,Salt Lake City,"Pahrump, NV",Micro,365.0,436.1,502.0
NWHNVNC,New Hanover County Detention Center,Castle Hayne,NC,New Hanover,34.32703364,-77.89565863,Atlanta,"Wilmington, NC",Metro,304.0,3.2,16.0
PRESBNY,New York Presbyterian Hospital,New York,NY,New York,40.71075893,-74.00513465,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,121.0,1.0,4.0
NIAGANY,Niagara County Jail,Lockport,NY,Niagara,43.18030263,-78.73732719,Buffalo,"Buffalo-Cheektowaga, NY",Metro,325.0,6.9,19.0
NORFOVA,Norfolk City Jail,Norfolk,VA,Norfolk,36.84462503,-76.28244703,Washington,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro,3.0,0.0,1.0
NORHOLD,Norfolk Sub-Office Hold,Norfolk,VA,Norfolk,36.84850338,-76.29086079,Washington,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro,8.0,0.0,2.0
NBRMCFL,North Broward Medical Center,Pompano Beach,FL,Broward,26.27695821,-80.12134193,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,94.0,0.5,3.0
WVNCENT,North Central Regional Jail,Greenwood,WV,Doddridge,39.28078206,-80.85362371,Philadelphia,"Clarksburg, WV",Micro,42.0,0.9,28.0
NRLKCMI,North Lake Processing Center,Baldwin,MI,Lake,43.928627,-85.83879097,Detroit,,Rural,268.0,764.3,1544.0
BOPNEO,Northeast Ohio Correctional Center,Youngstown,OH,Mahoning,41.131349164588,-80.631522639017,Detroit,"Youngstown-Warren, OH",Metro,,,
NNVMCNV,Northern Nevada Medical Center,Sparks,NV,Washoe,39.54110713,-119.697335,Salt Lake City,"Reno, NV",Metro,0.0,0.0,0.0
WVNORTH,Northern Regional Jail,Moundsville,WV,Marshall,39.90936738,-80.7294205,Philadelphia,"Wheeling, WV-OH",Metro,304.0,19.8,81.0
CSCNWWA,Northwest ICE Processing Center (Nwipc),Tacoma,WA,Pierce,47.24917683,-122.421692,Seattle,"Seattle-Tacoma-Bellevue, WA",Metro,365.0,1342.4,1559.0
NWREGVA,Northwest Regional Adult Detention,Winchester,VA,Frederick,39.1984636,-78.14444106,Washington,"Winchester, VA-WV",Metro,58.0,0.2,5.0
VTSTALB,Northwest State Correctional Center,Swanton,VT,Franklin,44.85044608,-73.13328077,Boston,"Burlington-South Burlington, VT",Metro,364.0,11.4,22.0
NWSCFVT,Northwest State Correctional Facility,Swanton,VT,Franklin,44.85044608,-73.13328077,Boston,"Burlington-South Burlington, VT",Metro,,,
BOPOAD,Oakdale Federal Detention Center,Oakdale,LA,Allen,30.82081998271,-92.64290899627,New Orleans,,Rural,1.0,0.0,1.0
OAK,Oakdale Federal Detention Center,Oakdale,LA,Allen,30.82081998,-92.642909,New Orleans,,Rural,0.0,0.0,0.0
OGUHOLD,Ogden Hold Room,Ogden,UT,Weber,41.22058827,-112.0191589,Salt Lake City,"Ogden, UT",Metro,7.0,0.0,5.0
OKCHOLD,Oklahoma City Hold Room,Oklahoma City,OK,Oklahoma,35.4536782,-97.59814012,Dallas,"Oklahoma City, OK",Metro,155.0,1.7,47.0
OKMULOK,Okmulgee County Jail,Okmulgee,OK,Okmulgee,35.62172157,-95.97443932,Dallas,"Tulsa, OK",Metro,0.0,0.0,0.0
OLDHAKY,Oldham County Detention Center,La Grange,KY,Oldham,38.38935908,-85.42367734,Chicago,"Louisville/Jefferson County, KY-IN",Metro,365.0,115.9,154.0
OMAHOLD,Omaha Field Office Hold,Omaha,NE,Douglas,41.28062931,-95.90853636000001,St Paul,"Omaha, NE-IA",Metro,55.0,1.1,60.0
ONSLONC,Onslow County Jail,Jacksonville,NC,Onslow,34.75173459,-77.43225086,Atlanta,"Jacksonville, NC",Metro,42.0,0.3,8.0
OCIRCCA,Orange Count Intake Release Facility,Santa Ana,CA,Orange,33.7488147,-117.8784021,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,0.0,0.0,0.0
OGCMCCA,Orange County Global Medical Center,Santa Ana,CA,Orange,33.75444975,-117.8333278,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,7.0,0.0,1.0
ORANGFL,Orange County Jail,Orlando,FL,Orange,28.50352437,-81.41685299,Miami,"Orlando-Kissimmee-Sanford, FL",Metro,365.0,48.1,178.0
ORANGNY,Orange County Jail,Goshen,NY,Orange,41.40424843,-74.36062667,New York City,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metro,365.0,153.9,177.0
OGRMCNY,Orange Regional Medical Center,Middletown,NY,Orange,41.44184139,-74.36814683,New York City,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Metro,30.0,0.1,2.0
ORLHOLD,Orlando Hold Room,Orlando,FL,Orange,28.42818942,-81.40971328,Miami,"Orlando-Kissimmee-Sanford, FL",Metro,222.0,2.8,54.0
