facility_id,name,city,state,county,lat,lon,field_office,cbsa_name,cbsa_type,days_midnight,avg_midnight_pop,max_midnight_pop
OSCEOFL,Osceola County Jail,Kissimmee,FL,Osceola,28.29626212,-81.35244938,Miami,"Orlando-Kissimmee-Sanford, FL",Metro,353.0,3.5,11.0
CCASDCA,Otay Mesa Detention Center,San Diego,CA,San Diego,32.57583662,-116.9155909,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,365.0,1387.2,1591.0
OTRPCNM,Otero County Processing Center,Chaparral,NM,Otero,32.08037214,-106.2817264,El Paso,"Alamogordo, NM",Micro,365.0,896.4,1041.0
OKMHKTX,Otto Kaiser Memorial Hospital,Kenedy,TX,Karnes,28.85004667,-97.87839944,San Antonio,,Rural,3.0,0.0,1.0
OZARKMO,Ozark County Jail,Gainesville,MO,Ozark,36.60009801,-92.448936,Chicago,,Rural,303.0,13.9,36.0
PALMBFL,Palm Beach County Jail,West Palm Beach,FL,Palm Beach,26.67176572,-80.09248303,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,52.0,0.2,2.0
PWHOSFL,Palms West Hospital,Loxahatchee,FL,Palm Beach,26.68372799,-80.25255064,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,10.0,0.1,2.0
PAMSATX,Pam Health Specialty Hospital 1,San Antonio,TX,Bexar,29.59021528,-98.59160477,San Antonio,"San Antonio-New Braunfels, TX",Metro,61.0,0.3,2.0
PVLYHCA,Paradise Valley Hospital,National City,CA,San Diego,32.68540972,-117.0823869,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,129.0,0.9,3.0
PKLDHTX,Parkland Hospital,Dallas,TX,Dallas,32.81173132,-96.83571868000001,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,10.0,0.0,1.0
PVHOSIN,Parkview Hospital Randallia,Fort Wayne,IN,Allen,41.09570202,-85.10979799,Chicago,"Fort Wayne, IN",Metro,0.0,0.0,0.0
PKMEDIN,Parkview Regional Medical Center,Fort Wayne,IN,Allen,41.18690098,-85.10086799,Chicago,"Fort Wayne, IN",Metro,12.0,0.1,1.0
MVPNHPA,Penn Highlands Clearfield,Clearfield,PA,Clearfield,41.0334042,-78.4498357,Philadelphia,"DuBois, PA",Micro,19.0,0.1,1.0
PENNISD,Pennington County Jail,Rapid City,SD,Pennington,44.07876386,-103.221489,St Paul,"Rapid City, SD",Metro,332.0,3.9,15.0
AZSPPER,Perryville State Prison,Goodyear,AZ,Maricopa,33.47137516,-112.4421715,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,0.0,0.0,0.0
PHELPMO,Phelps County Jail,Rolla,MO,Phelps,37.945737,-91.77515504,Chicago,"Rolla, MO",Micro,357.0,28.8,65.0
PHELPNE,Phelps County Jail,Holdrege,NE,Phelps,40.43955352,-99.37063646,St Paul,,Rural,365.0,28.9,43.0
PHELSMO,Phelps Health Hospital,Rolla,MO,Phelps,37.952848,-91.78592,Chicago,"Rolla, MO",Micro,4.0,0.0,1.0
PHPMHGA,Phoebe Putney Memorial Hospital,Albany,GA,Dougherty,31.59038707,-84.15756568,Atlanta,"Albany, GA",Metro,12.0,0.1,1.0
BOPPHX,Phoenix Federal Correctional Institution,Phoenix,AZ,Maricopa,33.83242985,-112.1619896,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,0.0,0.0,0.0
PCKNSAL,Pickens County Detention Center,Carrollton,AL,Pickens,33.2603977,-88.09594803,New Orleans,"Tuscaloosa, AL",Metro,363.0,42.7,74.0
PCRMMGA,Piedmount Columbus Regional Midtown Mc,Columbus,GA,Muscogee,32.48050735,-84.98169032,Atlanta,"Columbus, GA-AL",Metro,14.0,0.1,1.0
PIERCND,Pierce County Jail,Rugby,ND,Pierce,48.37359648,-99.97755087,St Paul,,Rural,7.0,0.0,1.0
PIKCOPA,Pike County Correctional Facility,Lords Valley,PA,Pike,41.38907634,-75.07122649,Philadelphia,"Hemlock Farms, PA",Micro,365.0,210.8,243.0
PINALAZ,Pinal County Jail,Florence,AZ,Pinal,33.04146965,-111.377858,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,0.0,0.0,0.0
PINEPLA,Pine Prairie ICE Processing Center,Pine Prairie,LA,Evangeline,30.78908899,-92.42276602,New Orleans,,Rural,365.0,877.7,1130.0
PINELFL,Pinellas County Jail,Clearwater,FL,Pinellas,27.90256006,-82.70587478,Miami,"Tampa-St. Petersburg-Clearwater, FL",Metro,364.0,28.8,79.0
PLATTMO,Platte County Jail,Platte City,MO,Platte,39.37166539,-94.78019244,Chicago,"Kansas City, MO-KS",Metro,0.0,0.0,0.0
PLATTWY,Platte County Jail,Wheatland,WY,Platte,42.05542801,-104.952064,Denver,,Rural,241.0,2.0,16.0
PHRCENJ,Plaza Healthcare Rehab Center,Elizabeth,NJ,Union,40.65702904,-74.22787148,Newark,"New York-Newark-Jersey City, NY-NJ",Metro,13.0,0.1,1.0
PLYMOMA,Plymouth County Correctional Facility,Plymouth,MA,Plymouth,41.93130887,-70.65133445,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,365.0,468.3,502.0
POLKJFL,Polk County Jail,Bartow,FL,Polk,27.88139844,-81.81927419,Miami,"Lakeland-Winter Haven, FL",Metro,2.0,0.1,22.0
POLKJIA,Polk County Jail,Des Moines,IA,Polk,41.65362786,-93.58789616,St Paul,"Des Moines-West Des Moines, IA",Metro,365.0,50.3,67.0
BOPPOL,Pollock US Penitentiary,Pollock,LA,Grant,31.46885281,-92.43743997,New Orleans,"Alexandria, LA",Metro,0.0,0.0,0.0
PIC,Port Isabel Service Processing Center,Los Fresnos,TX,Cameron,26.15505562,-97.33831307,Harlingen,"Brownsville-Harlingen, TX",Metro,365.0,1180.5,1785.0
POOHOLD,Portland District Office,Portland,OR,Multnomah,45.49280392,-122.6726165,Seattle,"Portland-Vancouver-Hillsboro, OR-WA",Metro,94.0,0.3,3.0
WVPTMAC,Potomac Highlands Regional Jail,Augusta,WV,Hampshire,39.30234778,-78.64697463,Philadelphia,"Winchester, VA-WV",Metro,14.0,0.2,16.0
POTTAIA,Pottawattamie County Jail,Council Bluffs,IA,Pottawattamie,41.28441839,-95.86505806,St Paul,"Omaha, NE-IA",Metro,365.0,32.6,49.0
POTTRTX,Potter County Jail,Amarillo,TX,Potter,35.24127386,-101.6666629,Dallas,"Amarillo, TX",Metro,2.0,0.0,1.0
PRLDCTX,Prairieland Detention Facility,Alvarado,TX,Johnson,32.42141338,-97.19582779,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,365.0,943.3,1176.0
PRLHOLD,Prairieland Suboffice Hold Room,Alvarado,TX,Johnson,32.42141903,-97.19583542,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,60.0,2.8,66.0
PRSHANM,Presbyterian Hospital Albuquerque,Albuquerque,NM,Bernalillo,35.08206426,-106.6345973,El Paso,"Albuquerque, NM",Metro,32.0,0.2,2.0
PWILLVA,Prince William,Manassas,VA,Prince William,38.75207198,-77.48000919,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,0.0,0.0,0.0
PROHOLD,Prohold,Warwick,RI,Kent,41.73571611,-71.44113855,Boston,"Providence-Warwick, RI-MA",Metro,230.0,0.7,4.0
PMMRHMI,Promedica Monroe Regional Hospital,Monroe,MI,Monroe,41.92448244,-83.3881912,Detroit,"Monroe, MI",Metro,1.0,0.0,1.0
KPCHOAZ,Promise Hospital,Mesa,AZ,Maricopa,33.42551597,-111.8213499,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,198.0,1.5,3.0
PRVMDKS,Providence Medical Group,Kansas City,KS,Wyandotte,39.12730061,-94.7869798,Chicago,"Kansas City, MO-KS",Metro,5.0,0.0,1.0
PUEBLCO,Pueblo County Jail,Pueblo,CO,Pueblo,38.27555705,-104.610633,Denver,"Pueblo, CO",Metro,0.0,0.0,0.0
PUTMAFL,Putnam County Jail,Palatka,FL,Putnam,29.66833365,-81.66179215,Miami,"Palatka, FL",Micro,0.0,0.0,0.0
PUTNMTN,Putnam County Sheriff,Cookeville,TN,Putnam,36.16153688,-85.49796141,New Orleans,"Cookeville, TN",Micro,308.0,13.9,56.0
QUEMCHI,Queen?s Medical Center,Honolulu,HI,Honolulu,21.30787998,-157.8539078,San Francisco,"Urban Honolulu, HI",Metro,25.0,0.1,1.0
RAADCMN,"Ramsey Adult Detention Center Annex, Spm",Saint Paul,MN,Ramsey,44.95628917,-93.08610962,St Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,0.0,0.0,0.0
RNDLLTX,Randall County Jail,Amarillo,TX,Randall,35.11763714,-101.8670628,Dallas,"Amarillo, TX",Metro,45.0,0.4,11.0
RAPPSVA,Rapp Sec Center,Stafford,VA,Stafford,38.40682528,-77.42242233,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,141.0,0.9,12.0
RDHOSPA,Reading Hospital,West Reading,PA,Berks,40.33007455,-75.94916278,Philadelphia,"Reading, PA",Metro,1.0,0.0,1.0
RDRVHTX,Red River Hospital,Wichita Falls,TX,Wichita,33.90623442,-98.50126889,Dallas,"Wichita Falls, TX",Metro,19.0,0.1,1.0
RCMHOLD,Richmond Sub-Office Hold,North Chesterfield,VA,Chesterfield,37.49424235,-77.56860725,Washington,"Richmond, VA",Metro,39.0,0.5,42.0
RWCCMLA,Richwood Correctional Center,Monroe,LA,Ouachita,32.45663028,-92.07881881,New Orleans,"Monroe, LA",Metro,365.0,1040.7,1161.0
RGRNDTX,Rio Grande Processing Center,Laredo,TX,Webb,27.37771898,-99.49008,Harlingen,"Laredo, TX",Metro,365.0,618.8,675.0
RGHOSTX,Rio Grande St. Hospital,Harlingen,TX,Cameron,26.16068299,-97.70724565,Harlingen,"Brownsville-Harlingen, TX",Metro,0.0,0.0,0.0
RGS,Rio Grande Valley Staging,Los Fresnos,TX,Cameron,26.15603231,-97.33778121,Harlingen,"Brownsville-Harlingen, TX",Metro,6.0,0.1,9.0
RVBHHTX,Rio Vista Behavioral Health Hospital,El Paso,TX,El Paso,31.88017096,-106.5738939,El Paso,"El Paso, TX",Metro,76.0,2.1,14.0
RVRCCLA,River Correctional Center,Ferriday,LA,Concordia,31.59715294,-91.55822753,New Orleans,"Natchez, MS-LA",Micro,365.0,553.0,644.0
RSREGVA,Riverside Regional Jail,North Prince George,VA,Prince George,37.3071009,-77.34100945,Washington,"Richmond, VA",Metro,246.0,47.6,209.0
RONKEVA,Roanoke City Jail,Roanoke,VA,Roanoke,37.2711437,-79.9466271,Washington,"Roanoke, VA",Metro,175.0,1.1,12.0
RMKHOLD,Roanoke Sub-Office Hold Room,Salem,VA,Salem,37.29251479,-80.06117989,Washington,"Roanoke, VA",Metro,1.0,0.0,5.0
RADDFGA,Robert A Deyton Detention Facility,Lovejoy,GA,Clayton,33.4341803,-84.30835519,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Metro,297.0,10.1,58.0
ROCGHNY,Rochester General Hospital,Rochester,NY,Monroe,43.19153379,-77.58558839,Buffalo,"Rochester, NY",Metro,0.0,0.0,0.0
ROCKIIL,Rock Island County Jail,Rock Island,IL,Rock Island,41.50908189,-90.58091119,Chicago,"Davenport-Moline-Rock Island, IA-IL",Metro,0.0,0.0,0.0
ROCKIVA,Rockingham County Jail,Harrisonburg,VA,Harrisonburg,38.44929957,-78.87077907,Washington,"Harrisonburg, VA",Metro,229.0,1.3,9.0
ROCKINH,Rockingham County Jail,Brentwood,NH,Rockingham,43.01201382,-71.05077908,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,,,
HASKLTX,Rolling Plains Detention Center,Haskell,TX,Haskell,33.17676916,-99.72180031,Dallas,,Rural,275.0,0.8,1.0
STAHOLD,Saint Albans Hold Room,Saint. Albans,VT,Franklin,44.80149468,-73.07339391,Boston,"Burlington-South Burlington, VT",Metro,25.0,0.1,3.0
STJOSCO,Saint Joseph Hospital,Denver,CO,Denver,39.74613845,-104.9714791,Denver,"Denver-Aurora-Centennial, CO",Metro,5.0,0.0,1.0
SALEMNJ,Salem County Correctional Facility,Woodstown,NJ,Salem,39.63012411,-75.35691527,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,16.0,0.0,1.0
SALINNE,Saline County Jail,Wilber,NE,Saline,40.47505021,-96.96165644000001,St Paul,,Rural,1.0,0.0,7.0
SLSLCUT,Salt Lake County Jail,Salt Lake City,UT,Salt Lake,40.69691294,-111.9155301,Salt Lake City,"Salt Lake City-Murray, UT",Metro,292.0,4.8,25.0
SBERNCA,San Bernardino County Jail,San Bernardino,CA,San Bernardino,34.10231198,-117.273646,Los Angeles,"Riverside-San Bernardino-Ontario, CA",Metro,0.0,0.0,0.0
SNDCOCA,San Diego County Jail,San Diego,CA,San Diego,32.71749456,-117.164272,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,101.0,0.5,1.0
SJS,San Juan Staging,Guaynabo,PR,Guaynabo,18.42354698,-66.11456196,Miami,"San Juan-Bayamón-Caguas, PR",Metro,365.0,17.9,45.0
SAJHOLD,San Juan Sub-Office Hold Room,San Juan,PR,San Juan,18.45535098,-66.08279203,Miami,"San Juan-Bayamón-Caguas, PR",Metro,26.0,1.4,42.0
SLRDCAZ,San Luis Regional Detention Center,San Luis,AZ,Yuma,32.48466594,-114.6846373,Phoenix,"Yuma, AZ",Metro,365.0,342.5,542.0
SACITCA,Santa Ana City Jail,Santa Ana,CA,Orange,33.7502121,-117.880568,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Metro,1.0,0.0,1.0
SROSAFL,Santa Rosa County Jail,Milton,FL,Santa Rosa,30.64349152,-86.97431178,Miami,"Pensacola-Ferry Pass-Brent, FL",Metro,0.0,0.0,0.0
SARASFL,Sarasota County Jail,Sarasota,FL,Sarasota,27.33606348,-82.52949364,Miami,"North Port-Bradenton-Sarasota, FL",Metro,222.0,1.2,6.0
SARPYNE,Sarpy County Department of Corrections,Papillion,NE,Sarpy,41.14082176,-96.04167677,St Paul,"Omaha, NE-IA",Metro,310.0,14.2,29.0
SAUKCWI,Sauk County Sheriff,Baraboo,WI,Sauk,43.46156929,-89.7672744,Chicago,"Baraboo, WI",Micro,284.0,7.6,20.0
SCOTTIA,Scott County Jail,Davenport,IA,Scott,41.52386632,-90.57924038,St Paul,"Davenport-Moline-Rock Island, IA-IL",Metro,201.0,1.4,7.0
SCOTTNE,Scotts Bluff County Jail,Gering,NE,Scotts Bluff,41.83622545,-103.6548715,St Paul,"Scottsbluff, NE",Micro,19.0,0.1,2.0
BOPSET,Seatac Federal Detention Center,Seatac,WA,King,47.42197684,-122.3015451,Seattle,"Seattle-Tacoma-Bellevue, WA",Metro,0.0,0.0,0.0
SEAHOLD,Seattle Field Office Hold Room,Seattle,WA,King,47.49050762,-122.2911876,Seattle,"Seattle-Tacoma-Bellevue, WA",Metro,124.0,0.9,51.0
SEBASAR,Sebastian County Detention Center,Fort Smith,AR,Sebastian,35.38250868,-94.42505022,New Orleans,"Fort Smith, AR-OK",Metro,263.0,1.8,13.0
SMNOLFL,Seminole County Jail,Sanford,FL,Seminole,28.74779273,-81.29824922,Miami,"Orlando-Kissimmee-Sanford, FL",Metro,327.0,1.2,5.0
SENECOH,Seneca County Jail,Tiffin,OH,Seneca,41.07935461,-83.15365924,Detroit,"Tiffin, OH",Micro,365.0,56.5,76.0
SCVMCCA,Sharp Chula Vista Medical Center,Chula Vista,CA,San Diego,32.61893561,-117.0235211,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,55.0,0.3,3.0
SHERBMN,Sherburne County Jail Services,Elk River,MN,Sherburne,45.3045097,-93.61927716,St Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Metro,365.0,92.3,125.0
SIOUXIA,Sioux County Jail,Orange City,IA,Sioux,43.01882741,-96.07743013,St Paul,,Rural,184.0,5.8,22.0
SNDHOLD,Snd District Staging,San Diego,CA,San Diego,32.71460715,-117.165296,San Diego,"San Diego-Chula Vista-Carlsbad, CA",Metro,340.0,9.2,56.0
SNJHOLD,Snj Hold Room,Stockton,CA,San Joaquin,37.95375697,-121.3211203,San Francisco,"Stockton-Lodi, CA",Metro,0.0,0.0,0.0
SMRVLTX,Somervell County Sheriff?s Department,Glen Rose,TX,Somervell,32.25009478,-97.75109712,Houston,,Rural,1.0,0.0,1.0
WVSCENT,South Central Regional Jail,Charleston,WV,Kanawha,38.31099591,-81.71028615,Philadelphia,"Charleston, WV",Metro,365.0,25.6,140.0
BASILLA,South Louisiana ICE Processing Center,Basile,LA,Evangeline,30.48171312,-92.58121682,New Orleans,,Rural,365.0,921.6,1005.0
STFRCTX,South Texas Family Residential Center1,Dilley,TX,Frio,28.65785369,-99.20038782,San Antonio,,Rural,365.0,445.4,1039.0
STCDFTX,South Texas ICE Processing Center,Pearsall,TX,Frio,28.89486166,-99.12126683,San Antonio,,Rural,365.0,1701.4,1870.0
WVSOUTH,Southern Regional Jail,Beaver,WV,Raleigh,37.7710578,-81.11611223,Philadelphia,"Beckley, WV",Metro,24.0,0.4,25.0
SSHNHNY,Southside Hospital Northwell Health,Bay Shore,NY,Suffolk,40.72575482,-73.24141704,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,10.0,0.1,2.0
WVSWEST,Southwestern Regional Jail,Holden,WV,Logan,37.80522495,-82.09571942,Philadelphia,,Rural,37.0,1.0,23.0
SPRHONY,Spring Valley Hospital,Las Vegas,NY,Clark,36.09062745,-115.239613,Salt Lake City,"Las Vegas-Henderson-North Las Vegas, NV",Metro,1.0,0.0,1.0
BOPSPG,Springfield Federal Medical Center,Springfield,MO,Greene,37.17763662,-93.3231892,Chicago,"Springfield, MO",Metro,5.0,0.0,1.0
STCHRLA,St. Charles Parish Jail,Killona,LA,St. Charles,29.991934,-90.50261072,New Orleans,"New Orleans-Metairie, LA",Metro,0.0,0.0,0.0
STCLAMI,St. Clair County Jail,Port Huron,MI,St. Clair,42.94230557,-82.47943808,Detroit,"Detroit-Warren-Dearborn, MI",Metro,365.0,54.8,77.0
STELHOH,St. Elizabeth Youngstown Hospital,Youngstown,OH,Mahoning,41.11381376,-80.65611397,Detroit,"Youngstown-Warren, OH",Metro,16.0,0.1,2.0
STJONFL,St. John?s County Jail,Saint Augustine,FL,St. Johns,29.94029975,-81.33880221,Miami,"Jacksonville, FL",Metro,6.0,0.1,12.0
STJHCCA,St. John?s Hospital Camarillo,Camarillo,CA,Ventura,34.24360246,-119.0203184,Los Angeles,"Oxnard-Thousand Oaks-Ventura, CA",Metro,4.0,0.0,1.0
STJMCWA,St. Joseph Medical Center,Tacoma,WA,Pierce,47.24542785,-122.4478638,Seattle,"Seattle-Tacoma-Bellevue, WA",Metro,182.0,1.4,5.0
STJOSAZ,St. Joseph?s Hospital & Medical Center,Phoenix,AZ,Maricopa,33.48092072,-112.0792416,Phoenix,"Phoenix-Mesa-Chandler, AZ",Metro,25.0,0.1,1.0
STLUCFL,St. Lucie County Jail,Fort Pierce,FL,St. Lucie,27.45346523,-80.40944118,Miami,"Port St. Lucie, FL",Metro,73.0,0.4,11.0
SLHTWTX,St. Luke?s Health - the Woodlands,The Woodlands,TX,Montgomery,30.20566754,-95.45833587000001,Houston,"Houston-Pasadena-The Woodlands, TX",Metro,1.0,0.0,1.0
STMARCA,St. Mary Medical Center,Apple Valley,CA,San Bernardino,34.54189778,-117.2655742,Los Angeles,"Riverside-San Bernardino-Ontario, CA",Metro,87.0,0.5,4.0
SMARYMD,St. Mary?s County Detention Center,Leonardtown,MD,St. Mary's,38.30283319,-76.62814991,Baltimore,"Lexington Park, MD",Metro,1.0,0.0,1.0
STMARAZ,St. Mary?s Hospital,Tucson,AZ,Pima,32.22820338,-111.0000813,Phoenix,"Tucson, AZ",Metro,0.0,0.0,0.0
STGENMO,Ste. Genevieve County Detention Center,Sainte Genevieve,MO,Ste. Genevieve,37.96605377,-90.05559285,Chicago,,Rural,365.0,96.0,179.0
STWRTGA,Stewart Detention Center,Lumpkin,GA,Stewart,32.03560799,-84.77150169,Atlanta,"Columbus, GA-AL",Metro,365.0,2034.3,2290.0
STK,Stockton Staging Facility,Stockton,CA,San Joaquin,37.95375697,-121.3211203,San Francisco,"Stockton-Lodi, CA",Metro,71.0,0.6,11.0
STRAFNH,Strafford County Corrections,Dover,NH,Strafford,43.21782859,-70.94013597,Boston,"Boston-Cambridge-Newton, MA-NH",Metro,365.0,131.5,176.0
STRMONY,Strong Memorial Hospital,Rochester,NY,Monroe,43.12283219,-77.62358742,Buffalo,"Rochester, NY",Metro,9.0,0.0,1.0
SUFFONY,Suffolk County Correctional Facility,Riverhead,NY,Suffolk,40.91445158,-72.67250986,New York City,"New York-Newark-Jersey City, NY-NJ",Metro,32.0,0.1,1.0
SHMCHNV,Summerlin Hospital Medical Center,Las Vegas,NV,Clark,36.18116931,-115.3170879,Salt Lake City,"Las Vegas-Henderson-North Las Vegas, NV",Metro,10.0,0.0,1.0
SUMMIUT,Summit County Jail,Park City,UT,Summit,40.7208854,-111.479076,Salt Lake City,"Heber, UT",Micro,3.0,0.0,1.0
SUMTEFL,Sumter County Jail,Bushnell,FL,Sumter,28.66270266,-82.10976288,Miami,"Wildwood-The Villages, FL",Metro,83.0,0.4,9.0
SNTRHNY,Sunrise Hospital,Las Vegas,NY,Clark,36.13275003,-115.1358968,Salt Lake City,"Las Vegas-Henderson-North Las Vegas, NV",Metro,20.0,0.1,1.0
SUTMCCA,Sutter Medical Center Sacramento,Sacramento,CA,Sacramento,38.57280314,-121.4685018,San Francisco,"Sacramento-Roseville-Folsom, CA",Metro,3.0,0.0,1.0
SUWANFL,Suwannee County Jail,Live Oak,FL,Suwannee,30.29564082,-82.98506902,Miami,,Rural,0.0,0.0,0.0
SWEETWY,Sweetwater County Detention Center,Rock Springs,WY,Sweetwater,41.53703632,-109.3002655,Denver,"Rock Springs, WY",Micro,318.0,8.1,29.0
CCAHUTX,T Don Hutto Detention Center,Taylor,TX,Williamson,30.56495908,-97.41997489,San Antonio,"Austin-Round Rock-San Marcos, TX",Metro,365.0,425.0,479.0
THPMCTX,THOP Memorial Campus El Paso,El Paso,TX,El Paso,31.77089731,-106.5001404,El Paso,"El Paso, TX",Metro,4.0,0.0,1.0
THPSCTX,THOP Sierra Campus El Paso,El Paso,TX,El Paso,31.77760597,-106.4803796,El Paso,"El Paso, TX",Metro,26.0,0.1,1.0
THHMHTX,TX Health Harris Methodist Hospital,Cleburne,TX,Johnson,32.33174348,-97.43840728,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,21.0,0.1,2.0
THHEBTX,TX Health Methodist Hospital Heb,Bedford,TX,Tarrant,32.83543455,-97.1233219,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,2.0,0.0,1.0
TACGHWA,Tacoma General Hospital,Tacoma,WA,Pierce,47.25977776,-122.4531703,Seattle,"Seattle-Tacoma-Bellevue, WA",Metro,2.0,0.0,1.0
TALLAMS,Tallahatchie County Correctional Facility,Tutwiler,MS,Tallahatchie,34.02701222,-90.44625155000001,New Orleans,,Rural,13.0,0.0,1.0
TAYLOTX,Taylor County Adult Detention,Abilene,TX,Taylor,32.41693799,-99.73460803,Dallas,"Abilene, TX",Metro,1.0,0.0,1.0
TELLECO,Teller County Jail,Divide,CO,Teller,38.94302011,-105.1513653,Denver,"Colorado Springs, CO",Metro,1.0,0.0,1.0
THHHBTX,Tex Health Huguley Hospital,Burleson,TX,Tarrant,32.58679189,-97.31691369,Dallas,"Dallas-Fort Worth-Arlington, TX",Metro,99.0,0.7,4.0
TVMSATX,Texas Vista Medical Center,San Antonio,TX,Bexar,29.35298822,-98.54591158,San Antonio,"San Antonio-New Braunfels, TX",Metro,4.0,0.0,1.0
TITUSTX,Titus County Jail,Mount Pleasant,TX,Titus,33.15478716,-94.9709381,Dallas,"Mount Pleasant, TX",Micro,100.0,0.5,5.0
TGREETX,Tom Green County Jail,San Angelo,TX,Tom Green,31.49783364,-100.3668749,Dallas,"San Angelo, TX",Metro,232.0,1.8,15.0
TOOELUT,Tooele County Jail,Tooele,UT,Tooele,40.49319387,-112.3324999,Salt Lake City,"Salt Lake City-Murray, UT",Metro,287.0,7.1,18.0
TOORANM,Torrance County Detention Facility,Estancia,NM,Torrance,34.76767999,-106.018446,El Paso,"Albuquerque, NM",Metro,365.0,437.2,683.0
TRRMCNJ,Trinitas Regional Medical Center,Elizabeth,NJ,Union,40.65906601,-74.21475004,Newark,"New York-Newark-Jersey City, NY-NJ",Metro,166.0,1.1,3.0
BOPTCN,Tucson Federal Correctional Institution,Tucson,AZ,Pima,32.08938687,-110.8566636,Phoenix,"Tucson, AZ",Metro,0.0,0.0,0.0
TULCOOK,Tulsa County Jail,Tulsa,OK,Tulsa,36.15724099,-95.99931204,Dallas,"Tulsa, OK",Metro,365.0,70.7,184.0
TGKJLFL,Turner Guiford Knight (Tgk) Jail,Miami,FL,Miami-Dade,25.81029782,-80.31141999,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Metro,242.0,5.9,24.0
TBRJLME,Two Bridges Regional Jail,Wiscasset,ME,Lincoln,43.97837246,-69.69871824,Boston,,Rural,324.0,13.2,25.0
BOPCAA,US Penitentiary Canaan,Waymart,PA,Wayne,41.5679172,-75.41206133,Philadelphia,,Rural,0.0,0.0,0.0
UCHUHCO,Uchealth University Hospital of County,Aurora,CO,Adams,39.74248973,-104.8416914,Denver,"Denver-Aurora-Centennial, CO",Metro,141.0,0.8,2.0
UCCHIIL,Uchicago Medicine Hospital Chicago,Chicago,IL,Cook,41.78843099,-87.60427702,Chicago,"Chicago-Naperville-Elgin, IL-IN",Metro,8.0,0.0,1.0
UCHRVIL,Uchicago Medicine Ingalls Memorial,Harvey,IL,Cook,41.60722401,-87.659354,Chicago,"Chicago-Naperville-Elgin, IL-IN",Metro,36.0,0.2,1.0
UHSHONY,Uhs Wilson Medical Center,Johnson City,NY,Broome,42.11476098,-75.95951804,Buffalo,"Binghamton, NY",Metro,24.0,0.1,1.0
UINTAWY,Uinta County Detention Center,Evanston,WY,Uinta,41.26930541,-110.9213668,Denver,"Evanston, WY-UT",Micro,278.0,16.3,52.0
UMASSMA,Umass Memorial Medical Center,Worcester,MA,Worcester,42.27756491,-71.7616715,Boston,"Worcester, MA",Metro,15.0,0.1,1.0
UNIONSD,Union County Jail,Elk Point,SD,Union,42.68584986,-96.68255716,St Paul,"Sioux City, IA-NE-SD",Metro,19.0,0.2,5.0
UHOSPIN,Union Hospital,Terre Haute,IN,Vigo,39.485422,-87.40781904,Chicago,"Terre Haute, IN",Metro,11.0,0.0,1.0
UMEMCNY,United Memorial Medical Center,Batavia,NY,Genesee,43.00508142,-78.17659681,Buffalo,"Batavia, NY",Micro,28.0,0.1,1.0
UNIHONY,Unity Hospital,Rochester,NY,Monroe,43.19192954,-77.70551541,Buffalo,"Rochester, NY",Metro,5.0,0.0,1.0
UPSLHIA,Unity Point Health St. Lukes Hospital,Cedar Rapids,IA,Linn,41.98538438,-91.6604823,St Paul,"Cedar Rapids, IA",Metro,26.0,0.1,1.0
UPSLSIA,Unitypoint Health St. Lukes Hospital Sxc,Sioux City,IA,Woodbury,42.51900551,-96.40598748,St Paul,"Sioux City, IA-NE-SD",Metro,10.0,0.0,1.0
UHGMCOH,Univ Hospital Geauga Medical Center,Chardon,OH,Geauga,41.50878585,-81.18971573,Detroit,"Cleveland, OH",Metro,35.0,0.2,1.0
UNMEDMD,Univ of Maryland Medical Center,Baltimore,MD,Baltimore,39.28810428,-76.62472205,Baltimore,"Baltimore-Columbia-Towson, MD",Metro,29.0,0.1,1.0
